id,department,intent,language,question,source,tags,answer
436,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_new_fee,en,How much is the fee for Motorized Tricycle Operators Permit – Franchise (New)?,Citizen Charter Automated,"motorized tricycle operators permit – franchise (new), fee, cost, price, pay",
437,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_new_fee,en,Cost of Motorized Tricycle Operators Permit – Franchise (New),Citizen Charter Automated,"motorized tricycle operators permit – franchise (new), fee, cost, price, pay",
438,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_new_fee,tl,Magkano ang bayad sa Motorized Tricycle Operators Permit – Franchise (New)?,Citizen Charter Automated,"motorized tricycle operators permit – franchise (new), fee, cost, price, pay",
439,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_new_fee,bis,Pila ang bayad para sa Motorized Tricycle Operators Permit – Franchise (New)?,Citizen Charter Automated,"motorized tricycle operators permit – franchise (new), fee, cost, price, pay",
440,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_new_location,en,Where to go for Motorized Tricycle Operators Permit – Franchise (New)?,Citizen Charter Automated,"motorized tricycle operators permit – franchise (new), location, where, office",
441,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_new_location,en,Location of office for Motorized Tricycle Operators Permit – Franchise (New),Citizen Charter Automated,"motorized tricycle operators permit – franchise (new), location, where, office",
442,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_new_location,tl,Saan ang opisina para sa Motorized Tricycle Operators Permit – Franchise (New)?,Citizen Charter Automated,"motorized tricycle operators permit – franchise (new), location, where, office",
443,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_new_location,bis,Asa nga opisina moadto para sa Motorized Tricycle Operators Permit – Franchise (New)?,Citizen Charter Automated,"motorized tricycle operators permit – franchise (new), location, where, office",
444,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_requirements,en,What are the requirements for Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), requirements, documents",
445,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_requirements,en,What to bring for Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), requirements, documents",
446,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_requirements,tl,Ano ang mga kailangan para sa Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), requirements, documents",
447,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_requirements,bis,Unsa ang requirements para sa Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), requirements, documents",
448,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_process,en,How to apply for Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), process, steps, how to",
449,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_process,en,What is the process for Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), process, steps, how to",
450,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_process,tl,Paano ang proseso ng Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), process, steps, how to",
451,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_process,bis,Unsaon pag process sa Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), process, steps, how to",
452,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_fee,en,How much is the fee for Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), fee, cost, price, pay",
453,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_fee,en,Cost of Motorized Tricycle Operators Permit - Franchise (Renewal),Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), fee, cost, price, pay",
454,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_fee,tl,Magkano ang bayad sa Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), fee, cost, price, pay",
455,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_fee,bis,Pila ang bayad para sa Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), fee, cost, price, pay",
456,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_location,en,Where to go for Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), location, where, office",
457,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_location,en,Location of office for Motorized Tricycle Operators Permit - Franchise (Renewal),Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), location, where, office",
458,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_location,tl,Saan ang opisina para sa Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), location, where, office",
459,City Mayor's Office,cmo_motorized_tricycle_operators_permit_franchise_renewal_location,bis,Asa nga opisina moadto para sa Motorized Tricycle Operators Permit - Franchise (Renewal)?,Citizen Charter Automated,"motorized tricycle operators permit - franchise (renewal), location, where, office",
460,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_requirements,en,What are the requirements for Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), requirements, documents",
461,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_requirements,en,What to bring for Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), requirements, documents",
462,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_requirements,tl,Ano ang mga kailangan para sa Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), requirements, documents",
463,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_requirements,bis,Unsa ang requirements para sa Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), requirements, documents",
464,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_process,en,How to apply for Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), process, steps, how to",
465,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_process,en,What is the process for Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), process, steps, how to",
466,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_process,tl,Paano ang proseso ng Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), process, steps, how to",
467,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_process,bis,Unsaon pag process sa Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), process, steps, how to",
468,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_fee,en,How much is the fee for Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), fee, cost, price, pay",
469,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_fee,en,Cost of Motorized Tricycle Operators Permit (Annual Mayor’s Permit),Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), fee, cost, price, pay",
470,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_fee,tl,Magkano ang bayad sa Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), fee, cost, price, pay",
471,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_fee,bis,Pila ang bayad para sa Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), fee, cost, price, pay",
472,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_location,en,Where to go for Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), location, where, office",
473,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_location,en,Location of office for Motorized Tricycle Operators Permit (Annual Mayor’s Permit),Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), location, where, office",
474,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_location,tl,Saan ang opisina para sa Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), location, where, office",
475,City Mayor's Office,cmo_motorized_tricycle_operators_permit_annual_mayor_s_permit_location,bis,Asa nga opisina moadto para sa Motorized Tricycle Operators Permit (Annual Mayor’s Permit)?,Citizen Charter Automated,"motorized tricycle operators permit (annual mayor’s permit), location, where, office",
476,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_requirements,en,What are the requirements for Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), requirements, documents",
477,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_requirements,en,What to bring for Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), requirements, documents",
478,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_requirements,tl,Ano ang mga kailangan para sa Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), requirements, documents",
479,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_requirements,bis,Unsa ang requirements para sa Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), requirements, documents",
480,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_process,en,How to apply for Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), process, steps, how to",
481,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_process,en,What is the process for Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), process, steps, how to",
482,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_process,tl,Paano ang proseso ng Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), process, steps, how to",
483,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_process,bis,Unsaon pag process sa Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), process, steps, how to",
484,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_fee,en,How much is the fee for Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), fee, cost, price, pay",
485,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_fee,en,Cost of Motorized Tricycle Operators Permit (Dropping of Franchise),Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), fee, cost, price, pay",
486,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_fee,tl,Magkano ang bayad sa Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), fee, cost, price, pay",
487,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_fee,bis,Pila ang bayad para sa Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), fee, cost, price, pay",
488,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_location,en,Where to go for Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), location, where, office",
489,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_location,en,Location of office for Motorized Tricycle Operators Permit (Dropping of Franchise),Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), location, where, office",
490,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_location,tl,Saan ang opisina para sa Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), location, where, office",
491,City Mayor's Office,cmo_motorized_tricycle_operators_permit_dropping_of_franchise_location,bis,Asa nga opisina moadto para sa Motorized Tricycle Operators Permit (Dropping of Franchise)?,Citizen Charter Automated,"motorized tricycle operators permit (dropping of franchise), location, where, office",
492,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_requirements,en,What are the requirements for Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), requirements, documents",
493,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_requirements,en,What to bring for Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), requirements, documents",
494,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_requirements,tl,Ano ang mga kailangan para sa Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), requirements, documents",
495,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_requirements,bis,Unsa ang requirements para sa Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), requirements, documents",
496,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_process,en,How to apply for Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), process, steps, how to",
497,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_process,en,What is the process for Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), process, steps, how to",
498,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_process,tl,Paano ang proseso ng Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), process, steps, how to",
499,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_process,bis,Unsaon pag process sa Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), process, steps, how to",
500,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_fee,en,How much is the fee for Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), fee, cost, price, pay",
501,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_fee,en,Cost of Motorized Tricycle Operators Permit (Substitution of Unit),Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), fee, cost, price, pay",
502,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_fee,tl,Magkano ang bayad sa Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), fee, cost, price, pay",
503,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_fee,bis,Pila ang bayad para sa Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), fee, cost, price, pay",
504,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_location,en,Where to go for Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), location, where, office",
505,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_location,en,Location of office for Motorized Tricycle Operators Permit (Substitution of Unit),Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), location, where, office",
506,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_location,tl,Saan ang opisina para sa Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), location, where, office",
507,City Mayor's Office,cmo_motorized_tricycle_operators_permit_substitution_of_unit_location,bis,Asa nga opisina moadto para sa Motorized Tricycle Operators Permit (Substitution of Unit)?,Citizen Charter Automated,"motorized tricycle operators permit (substitution of unit), location, where, office",
508,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_requirements,en,What are the requirements for Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), requirements, documents",
509,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_requirements,en,What to bring for Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), requirements, documents",
510,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_requirements,tl,Ano ang mga kailangan para sa Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), requirements, documents",
511,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_requirements,bis,Unsa ang requirements para sa Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), requirements, documents",
512,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_process,en,How to apply for Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), process, steps, how to",
513,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_process,en,What is the process for Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), process, steps, how to",
514,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_process,tl,Paano ang proseso ng Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), process, steps, how to",
515,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_process,bis,Unsaon pag process sa Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), process, steps, how to",
516,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_fee,en,How much is the fee for Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), fee, cost, price, pay",
517,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_fee,en,Cost of Motorized Tricycle Operators Permit (Transfer of Ownership),Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), fee, cost, price, pay",
518,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_fee,tl,Magkano ang bayad sa Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), fee, cost, price, pay",
519,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_fee,bis,Pila ang bayad para sa Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), fee, cost, price, pay",
520,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_location,en,Where to go for Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), location, where, office",
521,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_location,en,Location of office for Motorized Tricycle Operators Permit (Transfer of Ownership),Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), location, where, office",
522,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_location,tl,Saan ang opisina para sa Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), location, where, office",
523,City Mayor's Office,cmo_motorized_tricycle_operators_permit_transfer_of_ownership_location,bis,Asa nga opisina moadto para sa Motorized Tricycle Operators Permit (Transfer of Ownership)?,Citizen Charter Automated,"motorized tricycle operators permit (transfer of ownership), location, where, office",
524,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_requirements,en,What are the requirements for Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, requirements, documents",
525,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_requirements,en,What to bring for Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, requirements, documents",
526,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_requirements,tl,Ano ang mga kailangan para sa Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, requirements, documents",
527,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_requirements,bis,Unsa ang requirements para sa Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, requirements, documents",
528,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_process,en,How to apply for Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, process, steps, how to",
529,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_process,en,What is the process for Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, process, steps, how to",
530,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_process,tl,Paano ang proseso ng Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, process, steps, how to",
531,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_process,bis,Unsaon pag process sa Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, process, steps, how to",
532,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_fee,en,How much is the fee for Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, fee, cost, price, pay",
533,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_fee,en,Cost of Motorized Tricycle / Trisikad Driver’s Identification Card,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, fee, cost, price, pay",
534,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_fee,tl,Magkano ang bayad sa Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, fee, cost, price, pay",
535,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_fee,bis,Pila ang bayad para sa Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, fee, cost, price, pay",
536,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_location,en,Where to go for Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, location, where, office",
537,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_location,en,Location of office for Motorized Tricycle / Trisikad Driver’s Identification Card,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, location, where, office",
538,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_location,tl,Saan ang opisina para sa Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, location, where, office",
539,City Mayor's Office,cmo_motorized_tricycle_trisikad_driver_s_identification_card_location,bis,Asa nga opisina moadto para sa Motorized Tricycle / Trisikad Driver’s Identification Card?,Citizen Charter Automated,"motorized tricycle / trisikad driver’s identification card, location, where, office",
540,City Mayor's Office,cmo_trisikad_operators_permit_top_requirements,en,What are the requirements for Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), requirements, documents",
541,City Mayor's Office,cmo_trisikad_operators_permit_top_requirements,en,What to bring for Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), requirements, documents",
542,City Mayor's Office,cmo_trisikad_operators_permit_top_requirements,tl,Ano ang mga kailangan para sa Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), requirements, documents",
543,City Mayor's Office,cmo_trisikad_operators_permit_top_requirements,bis,Unsa ang requirements para sa Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), requirements, documents",
544,City Mayor's Office,cmo_trisikad_operators_permit_top_process,en,How to apply for Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), process, steps, how to",
545,City Mayor's Office,cmo_trisikad_operators_permit_top_process,en,What is the process for Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), process, steps, how to",
546,City Mayor's Office,cmo_trisikad_operators_permit_top_process,tl,Paano ang proseso ng Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), process, steps, how to",
547,City Mayor's Office,cmo_trisikad_operators_permit_top_process,bis,Unsaon pag process sa Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), process, steps, how to",
548,City Mayor's Office,cmo_trisikad_operators_permit_top_fee,en,How much is the fee for Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), fee, cost, price, pay",
549,City Mayor's Office,cmo_trisikad_operators_permit_top_fee,en,Cost of Trisikad Operators Permit (TOP),Citizen Charter Automated,"trisikad operators permit (top), fee, cost, price, pay",
550,City Mayor's Office,cmo_trisikad_operators_permit_top_fee,tl,Magkano ang bayad sa Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), fee, cost, price, pay",
551,City Mayor's Office,cmo_trisikad_operators_permit_top_fee,bis,Pila ang bayad para sa Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), fee, cost, price, pay",
552,City Mayor's Office,cmo_trisikad_operators_permit_top_location,en,Where to go for Trisikad Operators Permit (TOP)?,Citizen Charter Automated,"trisikad operators permit (top), location, where, office",
553,City Mayor's Office,cmo_trisikad_operators_permit_top_location,en,Location of office for Trisikad Operators Permit (TOP),Citizen Charter Automated,"trisikad operators permit (top), location, where, office",
